taskid	tweetid	tweet_type	persp_toxicity_score	text	ToJournalist
1903	1449057088945131521	reply-other-handle	0.41523102	@ghadaoueiss @YouTube اللي فهمك انك شغلة كبيرة ومهمة ضحك عليك من كل عقلك انو السعودية تاركة كل شي وتترصد اخطائك السعودية لا تنشغل بالعاهرات امثالك	1
1902	1448627580144439297	reply-other-handle	0.41523102	@ghadaoueiss نعم جميعهم غارقين بالقذارة حتى رؤوسهم فلا يزاود احدهم على الأخر	0
1901	1442237753459150848	reply-other-handle	0.41523102	@ghadaoueiss القاتل جبان   مثل قردوغان حامي بيوت الدعارة   مثل خامنئي قاتل السنة   مثل تميم دكتاتور قطر   مثل الغنوشي كلب الإخوان   مثل ،،،،،،،،    ولا نسيتي	0
1900	1438222661214212101	reply-other-handle	0.41523102	@ghadaoueiss غادة عويس احسن و أشرف من محمد ابن سلمان القاتل الملعون السفاح من قتل خجيجي أليس محمد ابن سلمان هؤلاء ليسوا حكام بل خونة وخنازير لماذا تتجسس على الشرفاء يا مريض	0
1899	1493086293596717057	reply-other-handle	0.41665444	@ghadaoueiss عادي سياسة شيطان	0
1898	1491056235927736325	reply-other-handle	0.41665444	@ghadaoueiss مو قادره اكمل المقطع لانه مقرف و قرفانه من المذيعه الحيوانه لي رضيت تطلع معه اكتر من الصهيوني	0
1897	1484315076752330763	reply-other-handle	0.41665444	@ghadaoueiss استفدنا أننا شوفناكي في حمام السباحه وده دليل على اخلاقك وسلوكك المنحط مثلك	1
1896	1467351790706249728	reply-other-handle	0.41665444	@ghadaoueiss والله لقد أصابني في مقتل.	0
1895	1465417137846202372	reply-other-handle	0.41665444	@ghadaoueiss نسعى للم الشمل!!!  منذ 1975 وانتم تسعون للم الشمل. الله يعطينا وجهكم (بالدارجة المغربية).	0
1894	1462785205840891913	quote-other-handle	0.41665444	ويبتسم الحقير كأنه انتصر في حرب!	0
1893	1460662009272442887	reply-other-handle	0.41665444	@ghadaoueiss الصوره تدل على ضعف الاعرآب امأم اليهود وهوآنهم اليهودي حأضن بثقه وثبآت والحمارآتي او السلولي خلفيته مش وآثقه وخأيفه من عملية أغتصآب وكأنها تريد تنكع وتفرد اجنحته للهروب والطيرآن هههههههههه	0
1892	1459644061061718018	reply-other-handle	0.41665444	@ghadaoueiss .  ((( * مخابرات * مدرسة * الأسد * )))    ((( * M * M * A * )))    هذا الخنزير سبب كل المشاكل .. يا سيدتي .. https://t.co/8tvomHLGyZ	0
1891	1458391477516648448	reply-other-handle	0.41665444	@ghadaoueiss إذا ابتليتم بالمعاصي فأستترو https://t.co/vpZrlDh0WP	0
1890	1454229973863108611	reply-other-handle	0.41665444	@ghadaoueiss بشار السفاح هو من فرض جورج قرداحي وزيرا	0
1889	1450834864484143110	reply-other-handle	0.41665444	@ghadaoueiss هم ومن سار على دربهم  وقحين وحقراء	0
1888	1450365171243827201	reply-other-handle	0.41665444	@ghadaoueiss هل نريد منه أن يوجه سلاحه لهؤلاء أيضا!!!!!!!	0
1887	1450240831282155523	reply-other-handle	0.41665444	@ghadaoueiss ربما كان هو من سارقي البنوك وثروة الدولة	0
1886	1446874615230484487	reply-other-handle	0.41665444	@ghadaoueiss @LinaAlhathloul وانتي ليش حاشر خشمك بالموضوع ايه الشمطاء وتنبحين 🐕  يع شكلك غلط وانت تتدخلين بمالايعنيك والمغردين شغالين جلد واهانات فيك 🤧  ياترئ هل ناقشتي انقطاع الكهرباء في بلدك لبنان ايه المهرجة 🤡  ابشرك الكلاب امثالك لا يؤثرون والاهم من ذلك نباحك ع قدر ألمك 👌🏻💯🍖	1
1885	1445143805271986182	reply-other-handle	0.41665444	@ghadaoueiss هلق وقت حقدك معقولة؟   ياست غادة	1
1884	1444069397564436485	reply-other-handle	0.41665444	@ghadaoueiss شخص مرريض. واصلي اختي لايمكن لا احد ان يقف بوجهك فكلمه الحق لايمكن السكوت عنها ومحمد بن سلمان اكبر سفاح ومجرم	0
1883	1438644504349876224	reply-other-handle	0.41665444	@ghadaoueiss ومن انتي حتى يفكر فيك ولي عهد دوله عظمى وانتي كالحشره التي تتغذى على القاذورات	1
1882	1438221695274389512	reply-other-handle	0.41665444	@ghadaoueiss يا استاذه غادة  إنما يدل على مستوى الإنحطاط الأخلاقي	1
1881	1437552627190018054	reply-other-handle	0.41665444	@ghadaoueiss المشكله ماهو فيك لأنك خلاص صار عندك فراغ كبير بعد ماوقفوك الجزيره المشكله في إلى قاعدين يضحكو عليك ويعززون لك من مخلفات الاستعمار اهتمو بشئون بلدكم المتخلف ومكب النفايات القذره وإذا لبستي جاكوزي يعني ايش تبينا نسوي لك انتي مفكره انك الأنثى الوحيده في هذا الكون اللهم لاشماته	1
1880	1497206295224631299	reply-other-handle	0.41807786	@ghadaoueiss هل مواقع التواصل الاجتماعي وجدت للمسترزقين والمطبلين والمخبرين امتالك الطامة االكبرى هي نضرتك الضيقة وهده قمة الغباء والحقارة  انت اوسخ مما تتصورين	1
1879	1495982611092717571	reply-other-handle	0.41807786	@ghadaoueiss القوات الارهابية يعتدون على طفل	0
1878	1488611997717614592	reply-other-handle	0.41807786	@ghadaoueiss شحاذون عرب في قطر	0
1877	1482093539374682112	reply-other-handle	0.41807786	@ghadaoueiss @yK39R2Xv6UA3Sxk هم جميعهم شواذ والطيورعلى اشكلهاتقع	0
1876	1481965045026275328	reply-other-handle	0.41807786	@ghadaoueiss حتى بالتهريج حمير	0
1875	1481242731703939075	reply-other-handle	0.41807786	@ghadaoueiss لا تتباكوا وأنتم غارقون في ملذات ولهو الدنيا. اتركوا ملذات الدنيا خلفكم وارفعوا شعار "اقتلاع اسرائيل أو الشهادة دفاعًا عن أرض الوطن" …. انتفضوا ولا تصمتوا الا بخروج آخر محتل من أرضكم. أما التغني بالمظلومية عشرات السنين وأنتم غارقين في الملذات لا يجدي نفعاً.	0
1874	1469395369587060742	reply-other-handle	0.41807786	@ghadaoueiss يجب محاكمة المنتخب القطري بتهمة الاغتصاب	0
1873	1465616138809876485	reply-other-handle	0.41807786	@ghadaoueiss انتي رقم  1 في كل انواع الخبث	1
1872	1465368027428528133	reply-other-handle	0.41807786	@ghadaoueiss يوجد حسابات للصهاينة هم وراء كل التشوش عليهم من الله ما يستحقون	0
1871	1464255774130151428	reply-other-handle	0.41807786	@ghadaoueiss لم نعد نثق بهؤلاء القنوات الفضائية العربية تحديدا يكذبون كما يتنفسون	0
1870	1461090650603106314	reply-other-handle	0.41807786	@ghadaoueiss منتهي الهمجية  لا والله  ما هو بدين الله أبدًا  بل دين إبليس	0
1869	1459996946710601734	reply-other-handle	0.41807786	@ghadaoueiss هدول كلاب الأسد	0
1868	1458842796090183689	reply-other-handle	0.41807786	@ghadaoueiss انتي منافقه	1
1867	1458816048011137032	reply-other-handle	0.41807786	@ghadaoueiss @maarouf_lilian @HaidarAlshindiy حديثنا يا عاهرة الموز المقطر عن الهوشة و الصيدة. أو حديثنا عن تصريح حمد بن جاسم بدعم قطر لجبهة النصرة.  دوام الحال من الحال يا غادة. واخشى عليك من تشريف فرع فلسطين برفقة القاسم في يوم من الأيام.  نحن لا ننسى	1
1866	1457410908490244096	reply-other-handle	0.41807786	@ghadaoueiss الدور الاميركي ليس غامض، فقط عاهر !	0
1865	1455625345172840449	reply-other-handle	0.41807786	@ghadaoueiss انت المنحطة باصرارك على الوقوف مع القتلة	1
1864	1454912896337653762	reply-other-handle	0.41807786	@ghadaoueiss ومن يريد أن يعيدنا إلى العصور الوسطى غير زعمائنا الأشاوش بإشراف الغرب المنافق	0
1863	1453617784194273289	reply-other-handle	0.41807786	@ghadaoueiss تلفون الشارع. مواقفك كلها لا تعرف إلا الفلوس	1
1862	1453389215841071112	reply-other-handle	0.41807786	@ghadaoueiss هذه سقطة من سقطاتك يا غادة.  كيف تدافعين عن دول تتدخل في شأن داخلي وتهاجم دولة أخرى وترتكب فيها كل أنواع الجرائم ضد الإنسانية.  عييييب.	1
1861	1450767254996590592	reply-other-handle	0.41807786	@ghadaoueiss نعم   المطبلون العرب  هم اوقح والعن من المحتلون  لا كثرهم الله ولا بارك فيهم	0
1860	1450739575673049088	quote-other-handle	0.41807786	لا يوجد أحقر من الحقراء	0
1859	1449013632751243271	reply-other-handle	0.41807786	@ghadaoueiss @YouTube عزيزتي الغبيه بامكاني اني انزل هذا المقطع واقول انها في دوله انا اكرها وتجين انتي الغبيه وتصدقين الكلام هذا وتنشرينه 🤣	1
1858	1438043847817302019	reply-other-handle	0.41807786	@ghadaoueiss تحتاجين دكتور نفسي شي مايخصك خليك بالبلاوي اللى انتي فيها يابتاعة ج ا ك و ز ي	1
1857	1489237585264263170	reply-other-handle	0.41950125	@ghadaoueiss انا مع كل ما قلت.. إلا في ما يخص المثلية.. كيف تريدين ان اسمح لرجل ان يدخل حمام النساء لأنه قرر انه أنثى؟.. هذه ببساطة ليست خيارات شخصية بل ميولات حيوانية شاذة	0
1856	1488476639889661955	reply-other-handle	0.41950125	@ghadaoueiss الاعمال القذرة وكلتها لذيلها الاماراتي فهو اختصاص قاذورات	0
1855	1485664605410152457	reply-other-handle	0.41950125	@ghadaoueiss هل هو حال الأحمق لما يجد وسيلة لإعلاء صوت حماقته.    هل فهمتي الان لماذا الدموقراطية خطر على الأمة العربية !؟	0
1854	1481963135066152965	reply-other-handle	0.41950125	@ghadaoueiss نعالك برؤوسهم جميعاً.	1
1853	1468321260790853636	reply-other-handle	0.41950125	@ghadaoueiss ياحثالة شعوب الأرض تاركين شئون بلدانكم المفلسة والمتخلفة  وتتدخلون بشؤون السعودية العظمى   موتي بغيضك ياجاكوزي وشدي حيلك الشتاء على الأبواب اشوف تروحي المزرعة ادفى لك منها تتدفي وتدفي غيرك	1
1852	1465044249389510664	quote-other-other	0.41950125	@ghadaoueiss   شاهدي 👇👇👇  ايتها المتعر..ية المتجكوزة المتبسينة  ولملمي القمل المتساقط بين رجليك	1
1851	1459798384483741696	reply-other-handle	0.41950125	@ghadaoueiss قبح الله وجهه	0
1850	1459770982055518208	reply-other-handle	0.41950125	@ghadaoueiss قبح الله وجهه	0
1849	1458312262234656768	reply-other-handle	0.41950125	@ghadaoueiss انتى اكبر ذبابه ... ذبابة الخر ان صح التعبير	1
1848	1456327646598545421	reply-other-handle	0.41950125	@ghadaoueiss السعودية  الفاشلين المهزومين  الأغبياء  الجبناء  يحقدون  علي الشعب  البناني  . ويغارون  منهم	0
1847	1456249985964683266	reply-other-handle	0.41950125	@ghadaoueiss اي احمق في هذا العالم يشاهد مواقف السعودية مع أمريكا ويكتب هذي التغريدة الغبية ؟؟؟؟؟؟   غادة جاكوزي   كمية الحقد والحسد والغل في قلبك جعلت الغباء  صفة من صفاتك.	1
1846	1455127845316014082	reply-other-handle	0.41950125	@ghadaoueiss وانت لماذا لاتذهبين وتقاتلين اليهود استولو علا ارضك وشرفك بس جالسه تنبحين  زى الكلبه وعايشه علا قذارت لسانك وكل ليله في فندق	1
1845	1453895704884174863	reply-other-handle	0.41950125	@ghadaoueiss هههههههههه وإجتمعت زباله لبنان لتنكيت والضحك انتم فقط تضحكون على خيبتكم  بلدانكم مدمره ومشتته  وانتم مشردون والله انكم مضحكه عارفين مضغوطين وتفرغون طاقتكم في اي شي ههههههههههه انتي بلدك أصبح مزبله لكل العالم غاده عويس تثير الشفقه ما ألومك واضاع بلدك اصبحت صعبه	1
1844	1453335095344082962	reply-other-handle	0.41950125	@ghadaoueiss لايستغرب منه.   هذا هو القذر نضف الكلب وعض اليد التي اطعمته كان خادم لإيران في كتائب دمار لبنان https://t.co/6xPvyj8Nrd	0
1843	1445118399047213057	reply-other-handle	0.41950125	@ghadaoueiss @nour2014_El2 آمين صنعت من النكرات مشاهير	0
1842	1439535240666566657	reply-other-handle	0.41950125	@ghadaoueiss لا ومليار لا هؤلاء لا يمتون إلى الإسلام ولا المسيحية بصلة ولا حتى تعاليم اليهودية الحقيقية هؤلاء مجموعة خنازير فلتانة وسيأتي يوم ينتهون	0
1841	1438548995937349644	reply-other-handle	0.41950125	@ghadaoueiss ممثله فاشله انتي	1
1840	1437761565164507140	reply-other-handle	0.41950125	@ghadaoueiss يع يع القرف ...ناس ما في في عقولها غير البذاءة والابتزاز الجنسي	0
1839	1488091107821076483	reply-other-handle	0.42092466	@ghadaoueiss القذرين توقعي منهم كل شى	0
1838	1487709360352632835	reply-other-handle	0.42092466	@ghadaoueiss طول عمرك ساقطة تافهة ... متل معلمك  انتو عنوان الإنحطاط والسقوط الإعلامي والاخلاقي و المهني والديني والإنساني...  اوطى من الوطاوة https://t.co/WgHcc24kYh	1
1837	1484567685023289352	reply-other-handle	0.42092466	@ghadaoueiss انت نفسك مخترقة يا غادة ..  م.خ.ت.ر.ق.ة 😅🤣 https://t.co/TWaJDmExTi	1
1836	1484565501607137284	reply-other-handle	0.42092466	@ghadaoueiss هذ الهاتف صالح لكسر رؤوس الأغبياء 🤣	0
1835	1467768746601324545	reply-other-handle	0.42092466	@ghadaoueiss لمن يمكنه القصاص من هذه الكلبة لايبخل ولايهتم لابروحه وإنما الدم باادم والعين بالعين مت رجلا ولاتبخل ولكن عليك أن تقتص منها لا جروح فقط	1
1834	1467447437124157441	reply-other-handle	0.42092466	@ghadaoueiss جميعكم مرتزقه وكلاب شوارع تعتاشون من خير بلدان الخليج والاخص غاده السهرات والنوادي الليليه والباقين كالكلاب تنبح القاقفله تمشي ولاتعبرهم ههههههههههههه	1
1833	1467314780520210435	quote-other-handle	0.42092466	إلى كلاب العرب وأذناب #إسرائيل  #حكّام_العرب الخونة.. الفاسدين  العملاء وصرامي #أمريكا  #قاتلكم_الله	0
1832	1466882068034596871	reply-other-handle	0.42092466	@ghadaoueiss حقير  لا نخوة عنده ولا رجولة.  هل بقبل هذا الكلام لاخته ام لامه ام لابنته؟	0
1831	1464578011223707652	reply-other-handle	0.42092466	@ghadaoueiss اللي بهاجمك في موضوع التطبيع كلاب الانظمة وعديمي الشرف الذين باعوا انفسهم وشرفهم واوطانهم لابناء القردة والخنازير	1
1830	1459636737911709703	reply-other-handle	0.42092466	@ghadaoueiss الله يقويكي يا غاده خليهم ينبحه زي الكلاب ما عليكي منهم🦴🦴🦴	1
1829	1459601601228910595	reply-other-handle	0.42092466	@ghadaoueiss كلب ينبح على طيارة ولا يهمك يامحترمة	1
1828	1456292964553183249	quote-other-handle	0.42092466	بصقة على فلسطيز وأبو فلس. كل الحب والاحترام والأماني الطيبة لدولة إسرائيل الداعسة دعس على رقبة أبو فلس الحقير الواطي السافل الناكر للجميل.	0
1827	1453688338838441984	reply-other-handle	0.42092466	@ghadaoueiss نفسك مشكلتك بالضبط!  الانحياز؟  بس هو انحاز لطرف معتدى عليه.	1
1826	1453649365827002371	reply-other-handle	0.42092466	@ghadaoueiss لا ضرر بما تقوليه .فأنتي مذيعه في الحقيره القطريه  .وهذه بحد ذاتها تجعلكي .صاقطه اخلاقيه واعلاميه ..فلحقيره .لاينتمي لها .إلا فاجر  او فاجره ...فكونك بهذه الصفات ..لا تنطقي بلسانك .اسم الاعلامي .القدير والكبير .جورج قرداحي ..فهوا صفوة الاعلامين ..بينما انتم ..احقر الاعلامين	1
1825	1449245196940718080	reply-other-handle	0.42092466	@ghadaoueiss ودة الزانية لو ان النساء كلهن زوانِ	0
1824	1446057867338035202	reply-other-handle	0.42092466	@ghadaoueiss أخوها مشغول بسرقة قوت الشعب الأردني ومحمل بالأوسمة والنياشين لأنه خلص العالم من هتلر.	0
1823	1444239450717007875	reply-other-handle	0.42092466	@ghadaoueiss غادة تويس من دولة الزبالة لو تسخرين حسابك للدفاع عن دولتك ابرك لك ولي العهد اللي تقرنينه بكل تغريدة م درى عنك عنده شعب ودولة ومستقبل وطموح واقتصاد اما انتي شحاذة يدفعون لك وتنبحين اذا على خاشقجي عندكم بلبنان مليون خاشقجي لكن الشحاذة والارتزاق مشكلة	1
1822	1444209459321090049	reply-other-handle	0.42092466	@ghadaoueiss @washingtonpost محمد ابن سلمان عزب خشججي و قتلة أنة قاتل وسفاح وملعون ما هذا حكام سفاحين وقتلة عليك لعنة الله والملاكة أجمعين يا ابن سلمان	0
1821	1443617731534737409	reply-other-handle	0.42092466	@ghadaoueiss رجاء لا تقولي أمير . محمد بن سلمان مجرم قاتل سافل تافه خائن كافر خنزير ابن خنزير نعم لكن لا تضفي عليه التبجيل بغير قصد بتسميته أمير	0
1820	1443148235716038662	reply-other-handle	0.42092466	@ghadaoueiss @OlaAlfares السفاح	0
1819	1442174219085778947	reply-other-handle	0.42092466	@ghadaoueiss وواحد ظالم وقاتل وينشر ويقطع كل من عارضه	0
1818	1437459467797504018	reply-other-handle	0.42092466	@ghadaoueiss اكيد من الزباله 🤣🤣	0
1817	1485760851692957696	reply-other-handle	0.42234805	@ghadaoueiss حين تكفي أنتي وقناة الخنزيره واميرك عن الفتنة والخيانه	1
1816	1485619350409293828	quote-other-other	0.42234805	ويقولون ان شعارهم الراي والراي الاخر   وشعار قناتهم ينزل كل يوم ليغتسل في ماء يظهر انه صافي ونبي لكن تظل فيهم الوسامة والعفن   مسترزقة الجزيرة قامت بحضري لانني دافعت عن بلدي وهذا حقي ولن اقبل من فتاة الجاكوزي ان تنعتنا بالذباب   الذباب هم امثالك ياحقيرة   @ghadaoueiss https://t.co/lZkdkycsGW	1
1815	1470464519323496454	quote-other-handle	0.42234805	نعم  حكام العرب اوقح واحقر وانذل من اليهود أنفسهم	0
1814	1467232827632754694	quote-other-handle	0.42234805	اللهم انت حسبنا وحسبهم...  هل هيكون فيه رد عالمي ولابس بتسخنوا مع الشذوذ... ايها الشذوذ	0
1813	1466620864338837506	reply-other-handle	0.42234805	@ghadaoueiss هو مازال تحت تأثير الحشيش بدليل انه بيشرب التمور بدل ما يأكلها.  لكن الحقيقة.. مامن كلام قذر يلقى رواجا الا لأن هناك متلق قذر يهوى سماعه	0
1812	1459794311848108032	quote-other-handle	0.42234805	ههههههههههه  من هذا الساذج المهرج	0
1811	1459621448478306307	quote-other-handle	0.42234805	مايبكيك أو ما يضحكك أيها الغبى؟  #إلا_رسول_الله_ياكفرة  #عاقبوا_زكريا_بطرس_لشتمه_رسول_الله	0
1810	1455626374560063489	reply-other-handle	0.42234805	@ghadaoueiss عقبالك https://t.co/I01htAbiaz	0
1809	1453707791491809284	reply-other-handle	0.42234805	@ghadaoueiss لا نستغرب ان تغردي هكذا لانك تنتمي للتلوذية والحركة الصهيويهودية	1
1808	1453698168496001027	reply-other-handle	0.42234805	@ghadaoueiss الحقد التاريخي يعمي قلبه وبصيرته. دجال حاقد	0
1807	1453340226399739918	reply-other-handle	0.42234805	@ghadaoueiss طول عمرك وانتي ساقطه منحطه بتاع الجاكوزي  ههههههه	1
1806	1453216849680809990	reply-other-handle	0.42234805	@ghadaoueiss على اساس  انك حفيدة اولبرايت في السياسة  ليتك تتركين مجال السياسة  وتلبسي عبادتك وملحقاتها  الوهابية   فقط تستخدمين منظرك للتاثير على السذج والهمج الرعاع   فيما الحقيقة ان السذاجة والتفاهة والدعوشة في شرايين دورتك الدموية بنسبة 90%  لم أرى اتفه منك سوى العرعور	1
1805	1443220668875743232	reply-other-handle	0.42234805	@ghadaoueiss ال ٢ أوسخ من بعضهم وأنصار الطرفين منقادين متل القطيع وزعماء الطرفين عملاء للخارج	0
1804	1439167688971063305	reply-other-handle	0.42234805	@ghadaoueiss لساانك طويل ابوك من قتل الفلسطينيين نسيتي ان ابوك خائن وعميل اسرائيلي والا اذكرك   قذارة	1
1803	1437618970736091140	quote-other-handle	0.42234805	سبحان من ثمرك لدعاره لا تكذبي العالم راتك انكي معه في جاكوزي تحترمين تحترمي متى دور حرمي	1
1802	1497225516268638210	reply-other-handle	0.42315382	@ghadaoueiss الآخرون مثلك تماما يا بنت عويس! هل نسيتِ تنظيرك في الحرب على سوريا الأسد ووقوفك مع الدواعش والإرهابيين ومناصرتهم في تدمير الدولة السورية؟! كان الأولى أن تعيبي نفسك قبل أن تعيبي على الآخرين!	1
1801	1490008049318338560	reply-other-handle	0.42315382	@ghadaoueiss ماذا ننتظر من كيان غاصب غير الحقارة	0
1800	1488022691324084224	reply-other-handle	0.42315382	@ghadaoueiss تلك الدول الكرتونية وحكامها المغتصبين للسلطة كما يُعاملون شعوبهم يُعاملون شعوب الدول المغلوبة	0
1799	1472786960901095432	reply-other-handle	0.42315382	@ghadaoueiss دروس اخلاقية من فاسقة 🤣🤣 https://t.co/qZkwdU2ENw	1
1798	1472686623020224522	reply-other-handle	0.42315382	@ghadaoueiss أطفال ضايعين.؟؟؟	0
1797	1467119047254986760	reply-other-handle	0.42315382	@ghadaoueiss انتي أحقر مذيعه شمال	1
1796	1466508339031027727	reply-other-handle	0.42315382	@ghadaoueiss اي هاي   بركاتك يا شيخنا    يفضح عرض العجيان اللي وصلونا لهذي المواصيل   صارت كلاب المزابل تدوس بلاد الحرمين للتعريص   واحنا نحلم ندوسها عمرة	0
1795	1465686798672216072	reply-other-handle	0.42315382	@ghadaoueiss @Benguennak والله ما يضحكني ويثير شفقتي عليكم انتم صحفيو الجزيرة انكم واثقون في انفسكم الى درجة الغباء وتظنون انكم تعرفون ماذا تريد الشعوب وتعتبرون انفسكم اوصياء عليها. قبل ان تتكلمي على اسيادك انظري ماذا تفعل قطر مع اسرائيل تارة تحت الطاولة وتارة فوقها. عندما تحاضر العاهرة عن الشرف	1
1794	1459857992350851072	reply-other-handle	0.42315382	@ghadaoueiss الله يلعن روحك يا حافظ	0
1793	1459679349628706827	reply-other-handle	0.42315382	@ghadaoueiss ليبي  عربي اصيل يجلد هذي العاهره التي امامكم ويجعلها تتلعثم وتضيع نص الكلام🤣🤣🤣  🇱🇾كفووو😘 https://t.co/V2tDobPO2O	1
1792	1459623034344587269	reply-other-handle	0.42315382	@ghadaoueiss اهبل وعبيط	0
1791	1455261073200844802	reply-other-handle	0.42315382	@ghadaoueiss أعلام فاشي حقير ، لم نشهد منهم تنمر ع علم أمريكي حين وصفهم ترامب  بي البقرة حلوبة وأهان ملك شلمان😂	0
1790	1454781402386423813	reply-other-handle	0.42315382	@ghadaoueiss غادة مدخنة شرهه   غادة تحتسي الخمر   غادة قاعد ملط بجكوزي   غادة تصاحب شباب وتاخذهم الغرفة     وبعدها غادة تتكلم عن الشرف والمبادئ 🤷‍♂️    واللي مو مصدق يدخل اليوتيوب وبعدها راح انزل صور للواطية العرصة	1
1789	1453354711814451200	reply-other-handle	0.42315382	@ghadaoueiss عالم منافق	0
1788	1438217265099460614	reply-other-handle	0.42315382	@ghadaoueiss واين زعيم الشواذ والمثليين انعميتي عنة https://t.co/HXtTaa5xfJ	0
1787	1438121044301262856	reply-other-handle	0.42315382	@ghadaoueiss مالك ومالهم البقر قليلهم حا يا حماري حا فتوك الجحاش	1
1786	1437807055897825281	reply-other-handle	0.42315382	@ghadaoueiss شوبك نسهلتي هالكم يوم ؟!!!!!!!! حلّي عن اي... بقى  كاذبة منافقة	1
1785	1491391711410544640	reply-other-handle	0.42390585	@ghadaoueiss قبحهم الله	0
1784	1489222006969143305	reply-other-handle	0.42390585	@ghadaoueiss المثلية الجنسية هي ليست حرية شخصية بل هو إنحراف جنسي .  يوجد فرق كبير بين الحرية والانحراف	0
1783	1481334379980935168	reply-other-handle	0.42390585	@ghadaoueiss مو اكثر من الكتب اللي نحتاجها عشان نشرح خيانتك انتي وقناتك الخنزىٍرة يا خنزىِِرة	1
1782	1474838841706045448	reply-other-handle	0.42390585	@ghadaoueiss جهل   وهبل	0
1781	1468081260400676865	reply-other-handle	0.42390585	@ghadaoueiss @NaemAbdoh حماس جهادية  اسرائيل إرهابية	0
1780	1467224937580662787	quote-other-handle	0.42390585	لا حول ولا قوة إلا بالله اللهم عليك بالخنازير الصهاينة	0
1779	1465025955286638601	reply-other-handle	0.42390585	@ghadaoueiss #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك https://t.co/LzOvgiajqf	0
1778	1465025243827822593	reply-other-handle	0.42390585	@ghadaoueiss #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك   #قطر_جمعي_كلابك #قطر_جمعي_كلابك #قطر_جمعي_كلابك https://t.co/y1VR1XaL1I	0
1777	1464947863121711105	quote-other-other	0.42390585	#قطر_جمعي_كلابك   اين انتم يا كلاب قطر؟ هل من صنديد؟  لقد دنستم مهنة الصحافة اصبحت معكم مهنة التلاعب و التبزنيس حولتم الصحافة الى اكاديمية لفقه التزلف والارتهان  @AJArabic   @kasimf   @jamalrayyan   @mohamedahou20   @derradjihafid   @MeriemOuchait   @Benguennak   @Ania27El   @ghadaoueiss	0
1776	1463938767929159681	reply-other-handle	0.42390585	@ghadaoueiss نعم السياسيون كاذبووون والسياسة لعبة وسخها لادين لا اخلاق	0
1775	1460226653523689472	reply-other-handle	0.42390585	@ghadaoueiss @ICFJ @IWMF التنمر مرفوض! لإنه مشين وفاضح!!  سواء ضد الرجل أو المرأة!	0
1774	1459644750026481666	reply-other-handle	0.42390585	@ghadaoueiss هذا البغل سيحكم شعب ؟؟؟؟ عار	0
1773	1458323123128971264	reply-other-handle	0.42390585	@ghadaoueiss السياسة مستنقع قذر	0
1772	1453550858281627648	reply-other-handle	0.42390585	@ghadaoueiss ليست مشكلة   بل انتي ذات القلب المريض الحاقد	1
1771	1453488664504377351	reply-other-handle	0.42390585	@ghadaoueiss كم انتي منافقه ومطبله ومتناقضة  سبق وان قلتي انهم يقتلون ويحاصرون الشعب اليمني  والان غيرتي الموجه عكس  بعد اهانوا كرامتك وشوهو سمعتك ونشروا صورك القذره	1
1770	1452797645248999424	reply-other-handle	0.42390585	@ghadaoueiss خل يقول اللي يقوله ، أنت لك ٣ سنين تقولي أشياء سخيفة مشابهة ، هل أحد أعطى قيمة للذي قلتيه ، الأمير محمد بن سلمان هدفه واحد ، يرجع المال المنهوب فقط. استرجع ١٠ مليارات من الرئيس السابق لبلدك. أما أنت فانعي بلدك الذي سلب من أيديكم والسبب فقط لأنكم أنتم أهله.	0
1769	1448648409951322121	reply-other-handle	0.42390585	@ghadaoueiss @Davinciqa قيح الله نصر الله وكل من ايد نصر الله   قهوة كلب من كلاب الشيعة	0
1768	1446780061621891077	reply-other-handle	0.42390585	@ghadaoueiss إلى بلاد الواق واق	0
1767	1445108783252922383	reply-other-handle	0.42390585	@ghadaoueiss وعقبال قناتك الأخواني الخبيث	0
1766	1435277649316827139	reply-other-handle	0.42390585	@ghadaoueiss اغتصاب الطفولة بموافقة الاب	0
1765	1496981653268615171	reply-other-handle	0.42465788	@ghadaoueiss بوتين ليس بالمعقد ، هو هادئ متزن داهية سياسية يعرف متى يضرب ضربته	0
1764	1484575899295133699	reply-other-handle	0.42465788	@ghadaoueiss التجسس على الهواتف من أجل الحصول على المعلومات التي ذكرتيها هذا يحصل في الدول الأجنبية اما تجسسنا فهو على النساء فقط حتى تجسسهم دنيئ مثلهم   تحياتي لك أيتها الإعلامية العصامية	1
1763	1467423136891162625	reply-other-handle	0.42465788	@ghadaoueiss مبس يبحث عن كفيل حامي مؤخرة جديد	0
1762	1466996118718451713	reply-other-handle	0.42465788	@ghadaoueiss يتحدث البعض عن رائحة كريهة تصدر منك يشمها كل من يمر بجابنك،، كم أنتي مقرفة.	1
